Ainda não usei o batom.,,,Neutral,,
MARAVILHOSO!!!!!!!!!!!,Product,,Good,,
"ele fica dando nós e saindo do formato bonito. além disso, não parece de qualidade muito boa - eu comprei porque achei bonito mas, mais uma vez, me arrependi bastante de comprar um colar na loja. Das outras duas vezes que comprei, as peças quebraram bem rapidamente.",Product,Store,Bad,Dangerous,
Bom,Product,,Good,,
"O preço estava muito bom, a qualidade do produto e ótima.   ",Product,,Good,,
Muito bom!,Product,,Good,,
"Boa, material deixa a desejar",Product,,Bad,,
PORQUE FUI BEM ATENDIDO.ERA O QUE EU QUERIA.MUITO BOM.GRATO.FERNANDO BARBOSA,Product,Store,Good,,
Já conhecia o produto. Foi indicado há 3 meses qdo estive na França . ,Product,,Good,,
"material bom, achei muito cavada!!",Product,,Good,,
Só gostaria que fosse com sal marinho. De resto é um dos melhores à venda.,Product,,Good,,
Não achei que alisou não não obtive um resultado bom,Product,,Bad,,
ótimo!,Product,,Good,,
por ser um otimo produto ,Product,,Good,,
Exatamente como eu queria.,Product,,Good,,
"Muito bom,o nome condiz com o produto",Product,,Good,,
O produto foi presente de casamento enviado aos noivos.,Product,,Neutral,,
"eu achei muito fraquinho , mas o preço foi bom",Product,,Bad,,
Gostei do produto pois não demorou para chegar e me derão uma boua assistência pelo meu email porem o fechamento perto do pescoso e difícil para abrir.,Product,Store,Good,,
"É maravilhoso, como praticamente tudo da Kerastase.",Product,Store,Good,,
Ergonomia perfeita. Auxilia bem no processo,Product,,Good,,
O produto é de boa qualidade mas a parte do calcanhar e um tanto dura e acaba machucando um pouco.,Product,,Dangerous,,
Produto excelente! Sem falar que é super econômico!,Product,,Good,,
"Eu gostei muito da camisa, bem como das roupas da loja! ",Product,Store,Good,,
otimo,Product,,Good,,
"As esferas são muito bem feitas.
Atenderam muito bem o seu objetivo.
O preço aumentou muito comparado com a última vez que comprei.",Product,Store,Good,,
Muito bom e a malha de boa qualidade ,Product,,Good,,
Excelente produto com preço muito bom.,Product,,Good,,
bom produto custo beneficio ideal para todos os cabelos ,Product,,Good,,
"gostei, adoro as pecas da Shoulder!!",Product,Store,Good,,
"Vestiu bem, confortável,  muito lindo",Product,,Good,,
"A princípio estranhei...e verde e bastante atalcado, mas dei uma segunda chance a ele e agora to até gostando de usar nesse calor. Recomendo esperimentar numa loja fisíca antes de compra.",Product,,Good,,
Sim ,Product,,Good,,
bom produto,Product,,Good,,
Atendimento e envio perfeito.Produto excelente e preço coerente!,Product,Store,Good,,
"É uma ótima fritadeira, as batatas ficam sequinhas, a conta de luz quase não sofreu alteração. ",Product,,Good,,
"Produto com boa qualidade e preço bem abaixo do principal concorrente.
Única ressalva é que precisei fazer uma gambiarra pq o rack do meu carro é mais alto que o suportado pelo transbike. Parece-me que resolveria se fosse oferecido parafusos em tamanhos diferentes. Recomendo.",Product,,Good,,
"Lindo top. Porém, para quem tem seios pequenos e veste M, ele fica subindo.",Product,,Good,,
Adoro esse gel. Limpa a pele sem agredir,Product,,Good,,
"Muito bom, nem tao facil instacao.
",Product,,Good,,
"Peça original, muito boa!",Product,,Good,,
"Adorei modelo e material,pporém achei pequeno.",Product,,Good,,
foi muito bom,Product,,Good,,
Maravilhoso ! Igual a foto ou melhor ! É lindo,Product,,Good,,
"O cartucho em sí é bom, o problema é a impressora que é uma verdadeira b.o.s.t.a. e não imprimiu 50 páginas em sua vida útil. Troquei o cartucho por apresentar erro, e o erro era defeito na impressora, que já está fora da garantia e foi devidamente encaminhada para reciclagem HP nunca mais!",Product,,Bad,Offensive,
O cheiro desse produto é incrível. Porém para um creme de mão achei muito líquido.,Product,,Good,,
"Não gostei, atrás fica bom, mas na frente ele enrola todo quando a gente senta, deforma e não volta ao normal",Product,,Bad,,
"Um delícia de fragrância,delicada e sensual .",Product,,Good,,
"Adorei embalagem é linda e cheiro melhor ainda.
Maravilhoso.",Product,,Good,,
ESTE É BOM GOSTEI  DENTRO DO ESPERADO.  ,Product,,Good,,
produto de bom custo beneficio,Product,,Good,,
"Lindo, super confortável e veste muito bem! Já usei com sapatilha, tênis e sandália plataforma. Todos os looks ficaram ótimos!",Product,,Good,,
"Ótimo produto, o material e o acabamento são de grande qualidade. ",Product,,Good,,
Que livro!,Product,,Good,,
"Ótimo, muito bom sabor, apresentação, qualidade, ...",Product,,Good,,
"ótimo produto e fácil de fazer pudins.
",Product,,Good,,
Um dos melhores perfumes que já comprei.,Product,,Good,,
Ótima. Confortável. Bom caiment,Product,,Good,,
"Semelhante, o produto considerado bom!!!",Product,,Good,,
"Ótimo, mas precisei usar do avesso onde não é atoalhado.",Product,,Good,,
OTIMO,Product,,Good,,
Ótimo !!!,Product,,Good,,
"pela primeira vez me decepcionei com a compra..a cor do tecido veio muito rosado e não marrom como ta ilustrado na foto, semelhante a madeira. não gostei.não poderei usá-lo na decoração que programei.",Product,,Bad,,
Muito boa jóia!,Product,,Good,,
Devido a experiência que tive com o produto quando o notebook VAIO era produzido pela SONY.,Product,Store,Neutral,,
"Geladeira muito boa! As partes de acrílico poderiam ser mais resistentes.
",Product,,Good,,
"Da volume, segura bem a curva do cílios e não borra de jeito nenhum!",Product,,Good,,
bom produto talvez poderia ter uma melhor vedação ,Product,,Good,,
achei otimo!,Product,,Good,,
Gostei do produto...........................................................................................................................................................................,Product,,Good,,
Ótimo preço e entrega rapida,,Store,Good,,
"Bom,espacoso, material de primeiro, designer excelente",Product,,Good,,
Produto intermediario o acabamento poderia ser melhor!,Product,,Good,,
Produto excelente.,Product,,Good,,
fraco barulho de mais quando coloca no umidificar ai piora tudo nao gostei    ,Product,,Bad,,
"O produto parece ser bom. Só utilizei por um pequeno período e não tenho como fazer uma avaliação mais completa.
Outra coisa, fiz algumas perguntas ao SAC pelo email e ainda não recebi resposta. Obrigado",Product,Store,Neutral,,
Eu achei o produto lindo,Product,,Good,,
Todo o poblema e o material.,Product,,Bad,,
"Vodka Limited eu pessoalmente nao gostei. Muito banal o cheiro, nada de diferente e com fixação baixa.
Já o Vodka Brasil é IDÊNTICO ao Invictus, da Paco Rabane. Porem, numa versão com fixação mais fraca. Pra quem gosta do Invictus e quer economizar, vale muito a pena!",Product,,Bad,,
Bom... Porem vem sem os conectores da seta. Se o rapaz do auto elétrico não fizesse uma modificação iria ficar sem os pisca alerta.,Product,,Bad,,
"muito bom, tem cheiro de ervas",Product,,Good,,
Adorei,Product,,Good,,
"Nos meu conhecimentos esse modelo HAMMER é o melhor das r7 240, mesmo com máximo de overclock possivel dela a temperatura não passa dos incriveis 40 graus, já pela loja nenhuma reclamação, fui muito bem atendido.",Product,Store,Good,,
"Não falo da espessura, mas, as pontas onde ficam presas são de um material muito fraco, onde se abrem com um tempo, arriscando não segurar o instrumento.",Product,,Neutral,,
"muito bom, mas ainda não instalei",Product,,Neutral,,
Ótimo. Recomendo.,Product,,Good,,
para uso proprio,Product,,Neutral,,
"Estou usando todos os 3 produtos de cuidados diários da linha Anti-Blemish, e eles tem apresentado um ótimo resultado comigo! Vale o investimento, pois se usado sem desperdícios, esses produtos não acabam rapidamente! ",Product,Store,Good,,
"MARAVILHOSO! Claro... É um DIOR... Não! Ele realmente é muito bom. Um perfume envolvente, cremoso, com notas florais que deixam qualquer um encantado. Ele parece ter sido feito através da ""veludez"" das pétalas de rosas. Ele fica com as notas de coração um pouco menos aveludada e cremosa, mas que se evidencia bem as flores dele junto a algumas notas que não saberia descrever. A fixação dele é perfeita também!
Agradeço à loja pelo carinho conosco por nos presentear com vários mimos e o cuidado com nossos produtos!",Product,Store,Excellent,,
produto de excelente qualidade ,Product,,Good,,
gostei muito do produto excelente recomendo,Product,,Good,,
"

achei lindo para decoração",Product,,Good,,
"Perfume maravilhoso , vale a pena comprar! Amei :) ",Product,,Good,,
"ótimo produto,igual à descrição,adorei!",Product,,Good,,
"Eu adorei as calças. São bonitas, confortáveis e fazem o corpo ficar no lugar sem apertar. Eurecomendo.",Product,,Good,,
"Eu achei o produto muito agradável e não deixa o cabelo pesado, deixa super cheiroso!!",Product,,Good,,
Como no anúncio e casou perfeitamente com o carro..,Product,,Good,,
Produto bom cheiro também mas esperava mais,Product,,Good,,
"Razoável, compared para experimental e não hosted. Prefiro um gel para barbear",Product,,Bad,,
"Excelente, leve...",Product,,Good,,
PERFEITO.QUALIDADE DO PRODUTO É EXCELENTE.ALIVIO DA DOR.,Product,,Good,,
Refrescante...,Product,,Good,,
Muito top.,Product,,Good,,
"Muito bom,otima qualidade e muito bonito instalado no carro",Product,,Good,,
"O produto foi vendido, de caso pensado, como uma adaptação para o modelo descrito. Na verdade, trata-se de uma película de outro modelo, cujo tamanho não serve para o modelo para o qual comprei. Tentei diversos meios de contato e não houve nenhuma resposta
",Product,Store,Bad,,
"Maravilhoso , ele lembra o Pink sugar , esse da Omerta é eau de parfum , vale a pena , preço e qualidade maravilhosos!!!",Product,,Good,,
lindaaaaaaaaaaaaaaa,Product,,Good,,
"Gostei, mas esperava um pouco mais do produto",Product,,Good,,
"BOM A MÉDIO, poderia ser melhor acabado.",Product,,Good,,
Infelizmente o produto é ruim e não compre sua função.,Product,,Bad,,
ótima fixação e cor linda,Product,,Good,,
"PERFUME EXCELENTE,CHEIRINHO BEM DOCINHO COMO EU GOSTO!UMA DELICIA",Product,,Good,,
Excelente Produto. Ótimo acabamento.,Product,,Good,,
"fui muito bem atendido e recebi rápido minha mercadoria, faz sempre assim preciso de agilidade para efetuar minha manutenção",Product,Store,Good,,
gostei um NUDE diferente,Product,,Good,,
"Ótimo produto, recomendo.",Product,,Good,,
MUITO PEQUENA E DEVERIA TER PELO MENOS UM VELCOR PARA FECHAR,Product,,Neutral,,
De ótima qualidade e o serviço muito bom,Product,Store,Good,,
Muito cheiroso é consistente rende muito.,Product,,Good,,
"Muito lindo,  prático e fácil de lavar",Product,,Good,,
Excelente tamanho: pequeno por fora e grande por dentro. Ótimo para montar meu HTPC que fica no rack da sala. ,Product,,Good,,
Boa qualidade e praticidsde ,Product,,Good,,
muito bom,Product,,Good,,
Muito bom o monitoramento da empresa quanto ao envio do produto,,Store,Good,,
"Muito bom o celular , e a entrega foi muito rápido, chegou em três dias.
Estou satisfeito, obrigado. ",Product,Store,Good,,
Maravilhoso!! Cumpre o resultado!!,Product,,Good,,
"É ÓTIMO O CABELO FICA COM POUCO VOLUME
",Product,,Good,,
"A entrega atrasou um dia ( acho que por ser a primeira compra no site fiquei atento a isto), e o produto não tem uma qualidade física tão boa. Mas o valor pagou com certeza e está funcionando muito bem!",Product,Store,Good,,
"Muito bom, maior que um esquezze normal.",Product,,Good,,
Adorei,Product,,Good,,
"Não tive oportunidade de instalar ainda, pois comprei o produto pensando que era o par e na verdade é a unidade, a loja deveria colocar esta informação da descrição do produto !",Product,Store,Bad,,
Produto incrível ,Product,,Good,,
"Já conhecia a marca, mas estava com dificuldade de encontrar o mesmo em lojas físicas encontrei a Niazi.Produto com qualidade e com ótimo design.",Product,Store,Good,,
PRODUTO DE ACORDO ... ATENDIMENTO OTIMO,Product,Store,Good,,
"produto maravilhoso chegou na data serta valeu
indico quem tiver um cruze sport6",Product,Store,Good,,
Avalio como nota 4 o produto.,Product,,Bad,,
"Confortável, simples, discreta, excelente qualidade. ",Product,,Good,,
Culpa minha comprei errado ,,,Neutral,,
Ótimo produto.,Product,,Good,,
Nao recebi o tamanho que comprei sampoo e condicionador grande ....veio o pequeno em minha casa pelos correios e estou esperando uma atidude devolucão do meu dinheito que paqueio pelo cartão de credito ou outra mercadoria no valor tipo sampoo 7 em 1 pra compeemsar.,,Store,Bad,,
Do jeito que eu esperava!! Perfeito e prático. ,Product,,Good,,
CHEGOU NO PRAZO COMBINADO,,Store,Good,,
Bem hidratante. Não irrita e o custo benefício é oerfeito,Product,,Good,,
"Produto de extrema qualidade, com preco bem acessível e justo.",Product,,Good,,
"Como esperado..continuarei comprando, obrigado",Product,,Good,,
"Porque o produto é muito legal, mas ainda acho que a estampa poderia ser pintada diretamente no tecido, o que o deixaria mais macio, acredito.",Product,,Good,,
PORQUE ELE É MARCANTE E ME TRAZ OTIMAS RECORDAÇÕES,Product,,Good,,
LINDA ,Product,,Good,,
Eu achei maravilhosa! ,Product,,Good,,
Produto lindo e de excelente qualidade. Amei!,Product,,Good,,
porque é um calçado confortável,Product,,Good,,
"Excelente produto, entrega super rápida.",Product,Store,Good,,
"Eu estava com dificuldades de achar um shampoo que meu cabelo se adequasse. Finalmente encontrei o Nativa Spa de ameixa, que deixou meus cabelos bonitos, leves e brilhoso.",Product,,Good,,
"Produto de ótima qualidade, mas confecção pequena. ",Product,,Good,,
otimo,Product,,Good,,
Não senti diferença e tive dor de cabeça.,Product,,Dangerous,,
"É muito prático e fácil de montar.
",Product,,Good,,
A aplicação nas costas é simplesmente perfeita. Trabalho artesanal de primeira feito com muito capricho. Malha com bom caimento.,Product,,Good,,
"o produto vei conforme a especificação tecnica apresentada e dentro do praso, obrigado",Product,Store,Good,,
Amei e maravilhosa uso número 46 e ficou perfeita nota 1000 e pouco ,Product,,Good,,
"Foi o que eu esperava.
",Product,,Good,,
"Linda e confortável.
Tenho várias cores da Baltimore.",Product,,Good,,
Muito bom .,Product,,Good,,
O produto chegou cm eu esperava e deixou o visual do meu fox mt melhor ótimo produto vlw equipe connect parts !,Product,,Good,,
"Muito confortavel, chega rápido e muito fácil de montar",Product,Store,Good,,
gostei da custura muito confortavel,Product,,Good,,
"Muito bom
Vale a pena",Product,,Good,,
"Maravilho, super natural! Não fico sem.",Product,,Good,,
Bom tecido e ótimo acabamento.,Product,,Good,,
Pior experiência de compra na internet ,Product,Store,Bad,Dangerous,
"otimo produto, entrega super rapida!",Product,Store,Good,,
Eu amei meu kit. Estou encantada com a qualidade dos pincéis,Product,,Good,,
produto veio arranhado.,Product,Store,Bad,,
"Muito bom, fácil instalação e c boa luminosidade.",Product,,Good,,
Produto de ótima qualidade,Product,,Good,,
Entrega Rápida ! a a  a a,Product,Store,Good,,
Otimo produto não deixa nada a desejar do original.,Product,,Good,,
"Ainda não usei, pois ainda vou ter bebê então minha avaliação foi apenas visual",Product,,Good,,
"O produto em si não é ruim, o problema foi o prazo de entrega!",Product,Store,Bad,,
"GOSTEI DE MAIS, VENDI ELE E TO COMPRANDO OUTRO AGORA.",Product,,Good,,
cinto lindo além da excelente qualidade. Elogios à SHOULDER quanto ao capricho com que faz as embalagens.,Product,Store,Good,,
Muito bonito e macio. Espero que façam outros jogos com estampa de gatos ,Product,,Good,,
"Produto de boa qualidade,exatamente o que eu esperava,entrega super rápida.Parabéns",Product,Store,Good,,
Ótimo aparelho cumpre excelentemente bem o prometido.,Product,,Good,,
"atravez dos propaganda da televisao,um otimo produto gostei muito",Product,,Good,,
"A fragrância é maravilhosa, além de hidratar! Os cachos ficam macios e definidos.",Product,,Good,,
Excelente qualidade e pontualidade na entrega.  Obrigada!!!,Product,Store,Good,,
O produto chegou em minha empresa torto e o acabamento não é satisfatório.,Product,Store,Bad,,
NAO RECEBI. NAO RECOMENDARIA A NINGUEM EM VIRTUDE DO PRAZO ELASTICO E NAO CUMPRIDO POR VOCES.,,Store,Bad,,
Produto muito bom. Ótimo desing,Product,,Good,,
"Ainda não testei a efetividade dele como hidratante, mas parece ser bom. O que não me agradou muito foi o cheiro, meio que um cheiro de manteiga de cacau com um fundo de menta, vai de gosto pessoal mesmo, mas para mim não agradou.",Product,,Bad,,
"Acabamentos fracos, as grades já estão descascando e instalei ele depois de 7 dias que comprei. Percebi que uma das bocas estava mais solta e mesmo parafusando não fica firma. Os botões de acendimento também são bem simples.",Product,,Bad,,
